readID	seqID	taxID	score	2ndBestScore	hitLength	queryLength	numMatches
SRR13439799.5014	NC_000004.12	9606	324	0	33	1110	1
SRR13439799.5028	unclassified	0	0	0	0	1468	1
SRR13439799.5165	unclassified	0	0	0	0	1197	1
SRR13439799.5200	unclassified	0	0	0	0	1058	1
SRR13439799.5074	unclassified	0	0	0	0	1187	1
SRR13439799.5121	NT_167247.2	9606	1849	0	58	1040	1
SRR13439799.5161	NC_000023.11	9606	225	0	30	1095	1
SRR13439799.5188	NC_000008.11	9606	64	0	23	1082	1
SRR13439799.5124	NC_000018.10	9606	100	100	25	1043	3
SRR13439799.5124	NC_000009.12	9606	100	100	25	1043	3
SRR13439799.5124	NW_003315946.1	9606	100	100	25	1043	3
SRR13439799.5073	cid|742013	742013	64	64	23	1106	2
SRR13439799.5073	cid|80866	80866	64	64	23	1106	2
SRR13439799.5203	unclassified	0	0	0	0	1578	1
SRR13439799.5048	NC_000002.12	9606	1024	1024	47	1102	4
SRR13439799.5048	NC_000015.10	9606	1024	1024	47	1102	4
SRR13439799.5048	NW_013171799.1	9606	1024	1024	47	1102	4
SRR13439799.5048	NC_000021.9	9606	1024	1024	47	1102	4
SRR13439799.5285	NC_000013.11	9606	324	0	33	1037	1
SRR13439799.5278	NC_000007.14	9606	100	100	25	1344	2
SRR13439799.5278	NC_000009.12	9606	100	100	25	1344	2
SRR13439799.5235	NC_000003.12	9606	784	0	43	1596	1
SRR13439799.5303	unclassified	0	0	0	0	1005	1
SRR13439799.5298	unclassified	0	0	0	0	1241	1
SRR13439799.5309	unclassified	0	0	0	0	1065	1
SRR13439799.5363	NC_000002.12	9606	144	64	27	1143	1
SRR13439799.5328	species	9606	81	0	24	1473	1
SRR13439799.5395	NC_000008.11	9606	144	0	27	1035	1
SRR13439799.5377	NC_000005.10	9606	121	100	26	1125	1
SRR13439799.5372	NC_002022.1	211044	1856	0	171	1710	1
SRR13439799.5428	NC_000007.14	9606	81	0	24	1434	1
SRR13439799.5388	NC_000007.14	9606	200	0	50	1416	1
SRR13439799.5454	unclassified	0	0	0	0	1001	1
SRR13439799.5495	unclassified	0	0	0	0	1023	1
SRR13439799.5466	NC_000023.11	9606	64	0	23	1729	1
SRR13439799.5257	unclassified	0	0	0	0	1551	1
SRR13439799.5491	NC_000002.12	9606	64	0	23	1728	1
SRR13439799.5500	NC_000004.12	9606	64	0	23	1073	1
SRR13439799.5345	unclassified	0	0	0	0	2290	1
SRR13439799.5496	NC_000011.10	9606	196	196	29	1917	2
SRR13439799.5496	NC_000017.11	9606	196	196	29	1917	2
SRR13439799.5420	NC_000005.10	9606	225	225	30	1128	2
SRR13439799.5420	NC_000012.12	9606	225	225	30	1128	2
SRR13439799.5077	unclassified	0	0	0	0	1943	1
SRR13439799.5533	unclassified	0	0	0	0	1069	1
SRR13439799.5555	unclassified	0	0	0	0	1013	1
SRR13439799.5575	unclassified	0	0	0	0	1193	1
SRR13439799.5588	unclassified	0	0	0	0	1101	1
SRR13439799.5531	unclassified	0	0	0	0	2054	1
SRR13439799.5574	species	9606	64	0	23	1297	1
SRR13439799.5527	NC_000010.11	9606	196	196	29	1141	3
SRR13439799.5527	NC_000006.12	9606	196	196	29	1141	3
SRR13439799.5527	NC_000005.10	9606	196	196	29	1141	3
SRR13439799.5594	unclassified	0	0	0	0	1169	1
SRR13439799.5578	NC_000003.12	9606	81	0	24	1099	1
SRR13439799.5596	unclassified	0	0	0	0	3111	1
SRR13439799.5635	species	32630	81	0	24	1181	1
SRR13439799.5582	NC_000010.11	9606	64	0	23	1466	1
SRR13439799.5609	unclassified	0	0	0	0	1253	1
SRR13439799.5599	unclassified	0	0	0	0	1303	1
SRR13439799.5584	NC_000003.12	9606	100	81	25	1353	1
SRR13439799.5603	cid|1428	1428	81	0	24	1447	1
SRR13439799.5660	unclassified	0	0	0	0	1078	1
SRR13439799.5641	NC_000023.11	9606	3721	3721	76	1049	2
SRR13439799.5641	NC_000020.11	9606	3721	3721	76	1049	2
SRR13439799.5646	NC_000011.10	9606	169	169	28	1125	2
SRR13439799.5646	NC_000003.12	9606	169	169	28	1125	2
SRR13439799.5781	unclassified	0	0	0	0	1369	1
SRR13439799.5591	unclassified	0	0	0	0	1104	1
SRR13439799.5783	NC_002022.1	211044	11103	400	241	1030	1
SRR13439799.5751	NC_000008.11	9606	164	100	48	1017	1
SRR13439799.5619	NT_187559.1	9606	225	0	30	1014	1
SRR13439799.5691	unclassified	0	0	0	0	1299	1
SRR13439799.5824	NC_000004.12	9606	361	361	34	1076	2
SRR13439799.5824	NC_000006.12	9606	361	361	34	1076	2
SRR13439799.5668	NC_000002.12	9606	100	0	25	1242	1
SRR13439799.5835	cid|1446792	1446792	64	0	23	1179	1
SRR13439799.5661	NC_000003.12	9606	256	256	31	1281	4
SRR13439799.5661	NC_000010.11	9606	256	256	31	1281	4
SRR13439799.5661	NC_000018.10	9606	256	256	31	1281	4
SRR13439799.5661	NC_000005.10	9606	256	256	31	1281	4
SRR13439799.5819	NC_000015.10	9606	121	121	26	1584	2
SRR13439799.5819	NC_000007.14	9606	121	121	26	1584	2
SRR13439799.5851	NC_000008.11	9606	100	100	25	1287	2
SRR13439799.5851	NC_000012.12	9606	100	100	25	1287	2
SRR13439799.5945	unclassified	0	0	0	0	1075	1
SRR13439799.5940	unclassified	0	0	0	0	1209	1
SRR13439799.5930	NC_000011.10	9606	256	256	31	1171	2
SRR13439799.5930	NC_000002.12	9606	256	256	31	1171	2
SRR13439799.5965	unclassified	0	0	0	0	1484	1
SRR13439799.6022	NC_000001.11	9606	289	0	32	1171	1
SRR13439799.6027	NC_000005.10	9606	100	0	25	1008	1
SRR13439799.5890	NC_000004.12	9606	196	64	29	1986	1
SRR13439799.6011	NC_000020.11	9606	100	0	25	1414	1
SRR13439799.6016	unclassified	0	0	0	0	1003	1
SRR13439799.6020	NC_000003.12	9606	400	0	58	1077	1
SRR13439799.5978	unclassified	0	0	0	0	1345	1
SRR13439799.5990	unclassified	0	0	0	0	1550	1
SRR13439799.6055	NC_000011.10	9606	100	100	25	1295	2
SRR13439799.6055	NC_000013.11	9606	100	100	25	1295	2
SRR13439799.6036	NC_000017.11	9606	100	0	25	2315	1
SRR13439799.6058	unclassified	0	0	0	0	1189	1
SRR13439799.6075	unclassified	0	0	0	0	1149	1
SRR13439799.6062	unclassified	0	0	0	0	1473	1
SRR13439799.6125	unclassified	0	0	0	0	1005	1
SRR13439799.6104	NC_000023.11	9606	144	121	27	1299	1
SRR13439799.6174	NC_000002.12	9606	81	0	24	1017	1
SRR13439799.6135	cid|985	985	81	0	24	1267	1
SRR13439799.6180	unclassified	0	0	0	0	1126	1
SRR13439799.6121	unclassified	0	0	0	0	1620	1
SRR13439799.6214	NC_000006.12	9606	370	289	56	1133	1
SRR13439799.6189	unclassified	0	0	0	0	1357	1
SRR13439799.6152	unclassified	0	0	0	0	1523	1
SRR13439799.6210	NC_000007.14	9606	81	0	24	2906	1
SRR13439799.6231	NC_000007.14	9606	324	144	33	3636	1
SRR13439799.6191	NC_000005.10	9606	64	0	23	1588	1
SRR13439799.6219	NC_000023.11	9606	221	0	51	1142	1
SRR13439799.6213	NC_000016.10	9606	64	64	23	1317	2
SRR13439799.6213	NC_000006.12	9606	64	64	23	1317	2
SRR13439799.6086	NC_000007.14	9606	169	0	28	1776	1
SRR13439799.6186	NC_000006.12	9606	64	0	23	1294	1
SRR13439799.6246	unclassified	0	0	0	0	1120	1
SRR13439799.6248	unclassified	0	0	0	0	1262	1
SRR13439799.6245	unclassified	0	0	0	0	1189	1
SRR13439799.6307	NC_000008.11	9606	100	0	25	1605	1
SRR13439799.6267	unclassified	0	0	0	0	1513	1
SRR13439799.6283	NC_000023.11	9606	196	196	29	1303	2
SRR13439799.6283	NC_000011.10	9606	196	196	29	1303	2
SRR13439799.6305	NC_000011.10	9606	200	0	50	3757	1
SRR13439799.6258	NC_000010.11	9606	169	64	28	1814	1
SRR13439799.6411	species	9606	64	0	23	1055	1
SRR13439799.6288	NC_000023.11	9606	81	81	24	1042	3
SRR13439799.6288	NC_000004.12	9606	81	81	24	1042	3
SRR13439799.6288	NC_000005.10	9606	81	81	24	1042	3
SRR13439799.6398	unclassified	0	0	0	0	1041	1
SRR13439799.6237	unclassified	0	0	0	0	1078	1
SRR13439799.6351	NC_000011.10	9606	340	340	56	1282	3
SRR13439799.6351	NC_000013.11	9606	340	340	56	1282	3
SRR13439799.6351	NC_000005.10	9606	340	340	56	1282	3
SRR13439799.6396	NC_000002.12	9606	361	121	34	1723	1
SRR13439799.6356	NC_000010.11	9606	1024	1024	47	1547	3
SRR13439799.6356	NC_000002.12	9606	1024	1024	47	1547	3
SRR13439799.6356	NC_000007.14	9606	1024	1024	47	1547	3
SRR13439799.6332	NC_000001.11	9606	400	400	35	1108	2
SRR13439799.6332	NC_000009.12	9606	400	400	35	1108	2
SRR13439799.6269	unclassified	0	0	0	0	1016	1
SRR13439799.6414	NC_000007.14	9606	64	0	23	1043	1
SRR13439799.6413	NC_000008.11	9606	289	289	32	1095	2
SRR13439799.6413	NC_000016.10	9606	289	289	32	1095	2
SRR13439799.6416	NW_003315914.1	9606	196	196	29	1281	3
SRR13439799.6416	NC_000010.11	9606	196	196	29	1281	3
SRR13439799.6416	NC_000004.12	9606	196	196	29	1281	3
SRR13439799.6423	NC_000016.10	9606	196	0	29	1217	1
SRR13439799.6445	unclassified	0	0	0	0	1137	1
SRR13439799.6461	unclassified	0	0	0	0	1030	1
SRR13439799.6448	NC_000001.11	9606	1225	0	50	1042	1
SRR13439799.6497	unclassified	0	0	0	0	1352	1
SRR13439799.6432	NC_000012.12	9606	400	225	35	1593	1
SRR13439799.6471	NC_000012.12	9606	625	625	40	1354	2
SRR13439799.6471	NC_000007.14	9606	625	625	40	1354	2
SRR13439799.6581	unclassified	0	0	0	0	1077	1
SRR13439799.6528	unclassified	0	0	0	0	1103	1
SRR13439799.6559	unclassified	0	0	0	0	1066	1
SRR13439799.6560	NC_000007.14	9606	64	0	23	1385	1
SRR13439799.6563	NC_000008.11	9606	144	100	27	1853	1
SRR13439799.6607	unclassified	0	0	0	0	1204	1
SRR13439799.6567	unclassified	0	0	0	0	1295	1
SRR13439799.6500	NC_000009.12	9606	121	100	26	1815	1
SRR13439799.6527	NC_000014.9	9606	64	0	23	1445	1
SRR13439799.6601	unclassified	0	0	0	0	1039	1
SRR13439799.6599	unclassified	0	0	0	0	1129	1
SRR13439799.6622	NC_000018.10	9606	361	0	34	1056	1
SRR13439799.6639	unclassified	0	0	0	0	1008	1
SRR13439799.6638	NC_000003.12	9606	81	0	24	1095	1
SRR13439799.6617	NC_000001.11	9606	640	0	62	1026	1
SRR13439799.6615	NC_000010.11	9606	196	0	29	1315	1
SRR13439799.6643	NC_000023.11	9606	225	225	30	1128	3
SRR13439799.6643	NC_000005.10	9606	225	225	30	1128	3
SRR13439799.6643	NC_000006.12	9606	225	225	30	1128	3
SRR13439799.6681	NC_000008.11	9606	169	121	28	1321	1
SRR13439799.6693	NC_000023.11	9606	144	0	27	1212	1
SRR13439799.6705	unclassified	0	0	0	0	1009	1
SRR13439799.6707	unclassified	0	0	0	0	1138	1
SRR13439799.6704	NC_000007.14	9606	256	100	31	2374	1
SRR13439799.6647	NC_000012.12	9606	529	529	38	1136	3
SRR13439799.6647	NC_000008.11	9606	529	529	38	1136	3
SRR13439799.6647	NC_000013.11	9606	529	529	38	1136	3
SRR13439799.6722	NC_000006.12	9606	441	441	36	1027	5
SRR13439799.6722	NC_000013.11	9606	441	441	36	1027	5
SRR13439799.6722	NC_000020.11	9606	441	441	36	1027	5
SRR13439799.6722	NC_000003.12	9606	441	441	36	1027	5
SRR13439799.6722	NC_000004.12	9606	441	441	36	1027	5
SRR13439799.6651	unclassified	0	0	0	0	1059	1
SRR13439799.6732	cid|19	19	64	0	23	1042	1
SRR13439799.6771	unclassified	0	0	0	0	1776	1
SRR13439799.6813	unclassified	0	0	0	0	1071	1
SRR13439799.6792	NC_000009.12	9606	1024	1024	47	1465	2
SRR13439799.6792	NC_000012.12	9606	1024	1024	47	1465	2
SRR13439799.6811	NC_000003.12	9606	121	121	26	1347	2
SRR13439799.6811	NC_000001.11	9606	121	121	26	1347	2
SRR13439799.6805	NC_000003.12	9606	529	225	38	2468	1
SRR13439799.6787	NC_000012.12	9606	400	64	35	1124	1
SRR13439799.6763	NC_000007.14	9606	625	625	40	1109	5
SRR13439799.6763	NC_000001.11	9606	625	625	40	1109	5
SRR13439799.6763	NC_000005.10	9606	625	625	40	1109	5
SRR13439799.6763	NC_000002.12	9606	625	625	40	1109	5
SRR13439799.6763	NC_000003.12	9606	625	625	40	1109	5
SRR13439799.6735	NC_000021.9	9606	64	0	23	1023	1
SRR13439799.6827	unclassified	0	0	0	0	1087	1
SRR13439799.6828	unclassified	0	0	0	0	1037	1
SRR13439799.6846	unclassified	0	0	0	0	1257	1
SRR13439799.6860	unclassified	0	0	0	0	1491	1
SRR13439799.6897	unclassified	0	0	0	0	1744	1
SRR13439799.6901	unclassified	0	0	0	0	2087	1
SRR13439799.6814	unclassified	0	0	0	0	1318	1
SRR13439799.6849	unclassified	0	0	0	0	2183	1
SRR13439799.6844	unclassified	0	0	0	0	1391	1
SRR13439799.6718	unclassified	0	0	0	0	1264	1
SRR13439799.6863	NC_000009.12	9606	100	100	25	2085	4
SRR13439799.6863	NT_187519.1	9606	100	100	25	2085	4
SRR13439799.6863	NC_000013.11	9606	100	100	25	2085	4
SRR13439799.6863	NC_000001.11	9606	100	100	25	2085	4
SRR13439799.6900	NC_000001.11	9606	100	100	25	1203	2
SRR13439799.6900	NC_000006.12	9606	100	100	25	1203	2
SRR13439799.6923	NC_000007.14	9606	324	0	33	1071	1
SRR13439799.6954	NC_000013.11	9606	64	0	23	1079	1
SRR13439799.6946	NC_000013.11	9606	81	0	24	1059	1
SRR13439799.6914	NC_000004.12	9606	361	64	34	1215	1
SRR13439799.6930	unclassified	0	0	0	0	1106	1
SRR13439799.6978	NC_000001.11	9606	346	0	56	1365	1
SRR13439799.6955	NC_000002.12	9606	64	0	23	1325	1
SRR13439799.6949	cid|1304	1304	64	0	23	1062	1
SRR13439799.6877	NC_000012.12	9606	144	0	27	2543	1
SRR13439799.6973	unclassified	0	0	0	0	1565	1
SRR13439799.6990	NC_000001.11	9606	81	64	24	1423	1
SRR13439799.7022	unclassified	0	0	0	0	1277	1
SRR13439799.6991	NT_187607.1	9606	121	121	26	1412	2
SRR13439799.6991	NC_000016.10	9606	121	121	26	1412	2
SRR13439799.7069	unclassified	0	0	0	0	1156	1
SRR13439799.7073	unclassified	0	0	0	0	1096	1
SRR13439799.7050	NC_000006.12	9606	144	0	27	1328	1
SRR13439799.7096	NC_000014.9	9606	64	0	23	1120	1
SRR13439799.7098	unclassified	0	0	0	0	1173	1
SRR13439799.7089	NW_003871092.1	9606	784	784	43	1069	2
SRR13439799.7089	NW_003871093.1	9606	784	784	43	1069	2
SRR13439799.7011	NC_000004.12	9606	64	0	23	2152	1
SRR13439799.7114	unclassified	0	0	0	0	1585	1
SRR13439799.7137	unclassified	0	0	0	0	1020	1
SRR13439799.7132	NC_000005.10	9606	121	0	26	1179	1
SRR13439799.7161	unclassified	0	0	0	0	1225	1
SRR13439799.7117	NC_000008.11	9606	529	529	38	1326	5
SRR13439799.7117	NT_187567.1	9606	529	529	38	1326	5
SRR13439799.7117	NC_000003.12	9606	529	529	38	1326	5
SRR13439799.7117	NC_000005.10	9606	529	529	38	1326	5
SRR13439799.7117	NC_000023.11	9606	529	529	38	1326	5
SRR13439799.7166	unclassified	0	0	0	0	1200	1
SRR13439799.7170	unclassified	0	0	0	0	1177	1
SRR13439799.7188	unclassified	0	0	0	0	1287	1
SRR13439799.7144	NC_000016.10	9606	144	144	27	1529	5
SRR13439799.7144	NT_187583.1	9606	144	144	27	1529	5
SRR13439799.7144	NC_000023.11	9606	144	144	27	1529	5
SRR13439799.7144	NC_000011.10	9606	144	144	27	1529	5
SRR13439799.7144	NW_011332695.1	9606	144	144	27	1529	5
SRR13439799.7215	unclassified	0	0	0	0	1161	1
SRR13439799.7192	unclassified	0	0	0	0	1537	1
SRR13439799.7222	NC_000011.10	9606	64	0	23	1107	1
SRR13439799.7228	NC_000004.12	9606	64	64	23	1161	3
SRR13439799.7228	NC_000017.11	9606	64	64	23	1161	3
SRR13439799.7228	NC_000002.12	9606	64	64	23	1161	3
SRR13439799.7224	unclassified	0	0	0	0	1038	1
SRR13439799.7182	NC_000001.11	9606	121	0	26	3310	1
SRR13439799.7231	cid|182640	182640	64	0	23	1532	1
SRR13439799.7266	NC_002022.1	211044	4186	0	213	1307	1
SRR13439799.7272	NC_000002.12	9606	289	0	53	1117	1
SRR13439799.7261	NC_000006.12	9606	484	169	37	1451	1
SRR13439799.7284	NC_000006.12	9606	121	121	26	1344	2
SRR13439799.7284	NC_000005.10	9606	121	121	26	1344	2
SRR13439799.7319	unclassified	0	0	0	0	1161	1
SRR13439799.7278	NC_000005.10	9606	144	64	27	1254	1
SRR13439799.7330	NC_000005.10	9606	100	81	25	1145	1
SRR13439799.7362	NC_000003.12	9606	1669	0	83	1155	1
SRR13439799.7357	unclassified	0	0	0	0	1334	1
SRR13439799.7332	NC_000003.12	9606	64	0	23	1093	1
SRR13439799.7345	NC_000009.12	9606	81	0	24	1373	1
SRR13439799.7295	NC_000006.12	9606	81	0	24	2990	1
SRR13439799.7360	unclassified	0	0	0	0	2163	1
SRR13439799.7347	unclassified	0	0	0	0	1744	1
SRR13439799.7327	NC_000022.11	9606	64	64	23	1868	2
SRR13439799.7327	NC_000020.11	9606	64	64	23	1868	2
SRR13439799.7379	NC_000012.12	9606	64	0	23	1110	1
SRR13439799.7393	NC_000001.11	9606	64	0	23	1282	1
SRR13439799.7410	unclassified	0	0	0	0	1056	1
SRR13439799.7404	NC_000007.14	9606	64	64	23	1308	2
SRR13439799.7404	NC_000023.11	9606	64	64	23	1308	2
SRR13439799.7461	unclassified	0	0	0	0	1163	1
SRR13439799.7432	unclassified	0	0	0	0	1144	1
SRR13439799.7442	unclassified	0	0	0	0	1122	1
SRR13439799.7199	NC_000005.10	9606	81	0	24	1007	1
SRR13439799.7433	NC_000013.11	9606	289	0	32	1458	1
SRR13439799.7468	cid|324767	324767	64	0	23	1940	1
SRR13439799.7413	NC_000007.14	9606	100	0	25	1120	1
SRR13439799.7421	NC_000005.10	9606	256	64	31	1161	1
SRR13439799.7439	NC_000011.10	9606	221	221	51	1821	2
SRR13439799.7439	NC_000004.12	9606	221	221	51	1821	2
SRR13439799.7478	unclassified	0	0	0	0	1738	1
SRR13439799.7480	unclassified	0	0	0	0	1578	1
SRR13439799.7499	unclassified	0	0	0	0	1010	1
SRR13439799.7508	unclassified	0	0	0	0	1038	1
SRR13439799.7645	species	9606	64	0	23	1131	1
SRR13439799.7630	NC_000002.12	9606	1024	0	47	1251	1
SRR13439799.7637	unclassified	0	0	0	0	1068	1
SRR13439799.7627	NC_000003.12	9606	169	81	28	1690	1
SRR13439799.7523	unclassified	0	0	0	0	1002	1
SRR13439799.7574	unclassified	0	0	0	0	1059	1
SRR13439799.7490	NC_000021.9	9606	196	0	29	1472	1
SRR13439799.7498	NC_000002.12	9606	81	0	24	1596	1
SRR13439799.7562	NC_000002.12	9606	81	0	24	2635	1
SRR13439799.7582	NC_000021.9	9606	324	324	33	1187	2
SRR13439799.7582	NT_167214.1	9606	324	324	33	1187	2
SRR13439799.7649	unclassified	0	0	0	0	1171	1
SRR13439799.7658	NC_000020.11	9606	121	121	26	1190	2
SRR13439799.7658	NC_000022.11	9606	121	121	26	1190	2
SRR13439799.7665	unclassified	0	0	0	0	1188	1
SRR13439799.7661	species	9606	64	0	23	1162	1
SRR13439799.7699	unclassified	0	0	0	0	1096	1
SRR13439799.7683	NC_000010.11	9606	625	0	40	1073	1
SRR13439799.7727	unclassified	0	0	0	0	1062	1
SRR13439799.7673	NC_000010.11	9606	81	64	24	1574	1
SRR13439799.7714	NC_000006.12	9606	121	0	26	1136	1
SRR13439799.7741	NC_000006.12	9606	64	0	23	1339	1
SRR13439799.7607	unclassified	0	0	0	0	1330	1
SRR13439799.7689	NC_000009.12	9606	100	0	25	1700	1
SRR13439799.7723	NC_000006.12	9606	64	64	23	1844	4
SRR13439799.7723	NC_000014.9	9606	64	64	23	1844	4
SRR13439799.7723	NC_000013.11	9606	64	64	23	1844	4
SRR13439799.7723	NC_000020.11	9606	64	64	23	1844	4
SRR13439799.7750	NC_000008.11	9606	841	0	44	3349	1
SRR13439799.7700	NC_000012.12	9606	64	0	23	1983	1
SRR13439799.7819	unclassified	0	0	0	0	1119	1
SRR13439799.7769	NC_000011.10	9606	169	0	28	1265	1
SRR13439799.7837	NC_000017.11	9606	121	0	26	1054	1
SRR13439799.7844	unclassified	0	0	0	0	1082	1
SRR13439799.7937	cid|232259	232259	64	0	23	1110	1
SRR13439799.7871	NC_000020.11	9606	196	0	29	1060	1
SRR13439799.7841	unclassified	0	0	0	0	1078	1
SRR13439799.7895	NC_000006.12	9606	361	256	34	1185	1
SRR13439799.7898	unclassified	0	0	0	0	1733	1
SRR13439799.7836	cid|161360	161360	121	64	26	1335	1
SRR13439799.7825	cid|1496	1496	81	0	24	1293	1
SRR13439799.7972	NC_000005.10	9606	64	0	23	1003	1
SRR13439799.7911	NC_000020.11	9606	100	100	25	1352	4
SRR13439799.7911	NC_000015.10	9606	100	100	25	1352	4
SRR13439799.7911	NC_000006.12	9606	100	100	25	1352	4
SRR13439799.7911	NC_000005.10	9606	100	100	25	1352	4
SRR13439799.8003	NC_000012.12	9606	64	0	23	1524	1
SRR13439799.8032	unclassified	0	0	0	0	1026	1
SRR13439799.8010	NC_000013.11	9606	164	64	48	1078	1
SRR13439799.8009	NC_000001.11	9606	144	0	27	1110	1
SRR13439799.8038	unclassified	0	0	0	0	1032	1
SRR13439799.7993	NC_000007.14	9606	144	144	27	1649	2
SRR13439799.7993	NC_000001.11	9606	144	144	27	1649	2
SRR13439799.8007	NC_000014.9	9606	144	0	27	1403	1
SRR13439799.8052	unclassified	0	0	0	0	1008	1
SRR13439799.8143	NC_000006.12	9606	625	324	40	1368	1
SRR13439799.8047	NC_000001.11	9606	289	0	32	1033	1
SRR13439799.8166	unclassified	0	0	0	0	1075	1
SRR13439799.8093	unclassified	0	0	0	0	1273	1
SRR13439799.8102	unclassified	0	0	0	0	1186	1
SRR13439799.8129	NC_000005.10	9606	288	169	54	1372	1
SRR13439799.8188	unclassified	0	0	0	0	1134	1
SRR13439799.8106	NC_000001.11	9606	169	144	28	1077	1
SRR13439799.8168	NT_187681.1	9606	64	64	23	1007	4
SRR13439799.8168	NC_000009.12	9606	64	64	23	1007	4
SRR13439799.8168	NW_015148966.1	9606	64	64	23	1007	4
SRR13439799.8168	NC_000011.10	9606	64	64	23	1007	4
SRR13439799.8057	NC_000012.12	9606	256	256	31	1113	4
SRR13439799.8057	NC_000019.10	9606	256	256	31	1113	4
SRR13439799.8057	NC_000008.11	9606	256	256	31	1113	4
SRR13439799.8057	NC_000016.10	9606	256	256	31	1113	4
SRR13439799.8172	NC_000002.12	9606	441	0	36	1192	1
SRR13439799.8298	unclassified	0	0	0	0	1168	1
SRR13439799.8323	unclassified	0	0	0	0	1096	1
SRR13439799.8297	unclassified	0	0	0	0	1296	1
SRR13439799.8282	unclassified	0	0	0	0	1159	1
SRR13439799.8289	NC_000004.12	9606	196	0	29	1804	1
SRR13439799.8308	NC_000023.11	9606	100	100	25	1132	2
SRR13439799.8308	NC_000021.9	9606	100	100	25	1132	2
SRR13439799.8303	NC_000001.11	9606	64	64	23	1140	4
SRR13439799.8303	NC_000019.10	9606	64	64	23	1140	4
SRR13439799.8303	NC_000002.12	9606	64	64	23	1140	4
SRR13439799.8303	NC_000003.12	9606	64	64	23	1140	4
SRR13439799.8382	NC_000012.12	9606	289	289	32	1247	2
SRR13439799.8382	NC_000010.11	9606	289	289	32	1247	2
SRR13439799.8350	NC_000023.11	9606	144	0	27	1410	1
SRR13439799.8416	NC_000005.10	9606	196	0	29	1141	1
SRR13439799.8453	NC_000005.10	9606	541	361	61	1097	1
SRR13439799.8456	NC_000008.11	9606	81	0	24	1300	1
SRR13439799.8478	NC_000006.12	9606	841	0	71	1040	1
SRR13439799.8446	NC_000012.12	9606	225	81	30	1086	1
SRR13439799.8419	cid|271065	271065	81	0	24	1306	1
SRR13439799.8388	NC_000009.12	9606	64	64	23	2056	3
SRR13439799.8388	NC_000004.12	9606	64	64	23	2056	3
SRR13439799.8388	NC_000008.11	9606	64	64	23	2056	3
SRR13439799.8435	NC_000002.12	9606	81	81	24	1106	3
SRR13439799.8435	NC_000003.12	9606	81	81	24	1106	3
SRR13439799.8435	NC_000006.12	9606	81	81	24	1106	3
SRR13439799.8455	NC_000009.12	9606	100	64	25	1074	1
SRR13439799.8528	unclassified	0	0	0	0	1005	1
SRR13439799.8557	unclassified	0	0	0	0	1164	1
SRR13439799.8582	unclassified	0	0	0	0	1117	1
SRR13439799.8586	NC_000004.12	9606	64	64	23	1099	2
SRR13439799.8586	cid|668	668	64	64	23	1099	2
SRR13439799.8270	NC_000004.12	9606	81	64	24	1398	1
SRR13439799.8596	gnl|uv	32630	64	64	23	1022	5
SRR13439799.8596	gnl|uv	32630	64	64	23	1022	5
SRR13439799.8596	gnl|uv	32630	64	64	23	1022	5
SRR13439799.8596	gnl|uv	32630	64	64	23	1022	5
SRR13439799.8596	gnl|uv	32630	64	64	23	1022	5
SRR13439799.8691	NC_000023.11	9606	81	81	24	1337	2
SRR13439799.8691	NC_000003.12	9606	81	81	24	1337	2
SRR13439799.8623	NC_000004.12	9606	64	64	23	1138	2
SRR13439799.8623	NC_000011.10	9606	64	64	23	1138	2
SRR13439799.8678	NC_000015.10	9606	256	256	31	1344	2
SRR13439799.8678	NC_000010.11	9606	256	256	31	1344	2
SRR13439799.8626	unclassified	0	0	0	0	2548	1
SRR13439799.8591	cid|470	470	64	0	23	1172	1
SRR13439799.8534	NC_000008.11	9606	900	0	45	1720	1
SRR13439799.8561	NC_000006.12	9606	64	0	23	1355	1
SRR13439799.8834	NC_000014.9	9606	100	64	25	1049	1
SRR13439799.8730	NC_000005.10	9606	64	0	23	1112	1
SRR13439799.8720	NC_000007.14	9606	256	256	31	1169	2
SRR13439799.8720	NC_000001.11	9606	256	256	31	1169	2
SRR13439799.8497	NC_000010.11	9606	64	0	23	2889	1
SRR13439799.8850	unclassified	0	0	0	0	1496	1
SRR13439799.8827	NC_000009.12	9606	81	81	24	1882	4
SRR13439799.8827	NC_000004.12	9606	81	81	24	1882	4
SRR13439799.8827	NC_000006.12	9606	81	81	24	1882	4
SRR13439799.8827	NC_000022.11	9606	81	81	24	1882	4
SRR13439799.8748	NC_000001.11	9606	64	0	23	1923	1
SRR13439799.8394	unclassified	0	0	0	0	1493	1
SRR13439799.8878	NC_000015.10	9606	361	144	34	1030	1
SRR13439799.8914	NC_000006.12	9606	676	361	41	1019	1
SRR13439799.8892	unclassified	0	0	0	0	1210	1
SRR13439799.8907	NC_000003.12	9606	196	100	29	1314	1
SRR13439799.8877	NC_000001.11	9606	169	0	28	1152	1
SRR13439799.8945	unclassified	0	0	0	0	1216	1
SRR13439799.8918	unclassified	0	0	0	0	1721	1
SRR13439799.8911	unclassified	0	0	0	0	1002	1
SRR13439799.8930	unclassified	0	0	0	0	1331	1
SRR13439799.8766	unclassified	0	0	0	0	1178	1
SRR13439799.8955	unclassified	0	0	0	0	1160	1
SRR13439799.8957	unclassified	0	0	0	0	1448	1
SRR13439799.8977	NC_000004.12	9606	100	100	25	1045	2
SRR13439799.8977	NC_000006.12	9606	100	100	25	1045	2
