taxonomy_id	lineage	SRR13439813_pe_SRR13439813_k2_pluspf.kraken2.kraken2.report	SRR13439799_se_SRR13439799_k2_pluspf.kraken2.kraken2.report	SRR13439802_pe_SRR13439802_k2_pluspf.kraken2.kraken2.report	SRR13439790_pe_SRR13439790_k2_pluspf.kraken2.kraken2.report
2233999	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella pratensis	4	0	0	0
1789672	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella mucosa	2	0	0	0
2632462	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella	0	0	0	0
2775420	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Skermanella;Skermanella sp. TT6	1	0	0	0
1543704	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Niveispirillum	0	0	0	0
1612173	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Niveispirillum;Niveispirillum cyanobacteriorum	11	0	0	0
1543705	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Nitrospirillum	0	0	0	0
28077	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Nitrospirillum;Nitrospirillum amazonense	0	0	0	0
1441467	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Nitrospirillum;Nitrospirillum amazonense;Nitrospirillum amazonense CBAmc	11	0	0	0
2478349	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Indioceanicola	0	0	0	0
2220096	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Indioceanicola;Indioceanicola profundi	4	0	0	0
433	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae	5	0	1	0
125216	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas	10	0	0	0
2768161	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas marmotae	12	0	0	0
2768162	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas haemaphysalidis	10	0	0	0
1750527	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas fluvialis	9	0	0	0
2617492	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas	0	0	0	0
2897332	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas sp. OT10	6	0	0	0
2018065	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas sp. FDAARGOS_362	2	0	0	0
257708	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas gilardii	2	0	0	0
204527	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas gilardii;Roseomonas gilardii subsp. gilardii	3	0	0	0
207340	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;Roseomonas mucosa	4	0	0	0
522	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium	9	0	0	0
62140	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;Acidiphilium multivorum	2	0	0	0
1434011	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter	2	0	0	0
28448	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;Komagataeibacter xylinus	6	0	0	0
265960	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Komagataeibacter;Komagataeibacter nataicola	2	0	0	0
504465	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodovastum	0	0	0	0
504468	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodovastum;Rhodovastum atsumiense	9	0	0	0
434	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter	1	0	0	0
2592655	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;Acetobacter vaccinii	3	0	0	0
1076596	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;Acetobacter persici	2	0	0	0
441	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter	2	0	0	0
442	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;Gluconobacter oxydans	1	0	0	0
1288313	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;Gluconobacter oxydans;Gluconobacter oxydans DSM 3504	2	0	0	0
2870717	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Pseudoroseomonas	0	0	0	0
204525	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Pseudoroseomonas;Pseudoroseomonas cervicalis	4	0	0	0
35812	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus	0	0	0	0
2771361	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus;Roseococcus microcysteis	3	0	0	1
50709	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidocella	0	0	0	0
2648610	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidocella	0	0	0	0
2697363	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidocella;Acidocella sp. MX-AZ03	3	0	0	0
2603324	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidibrevibacterium	0	0	0	0
1969806	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidibrevibacterium;Acidibrevibacterium fodinaquatile	3	0	0	0
320496	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Neoasaia	0	0	0	0
320497	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Neoasaia;Neoasaia chiangmaiensis	2	0	2	0
512381	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma	0	0	0	0
2634065	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma	0	0	0	0
3040935	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma;Acidisoma sp. PAMC 29798	2	0	0	0
3027666	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Aristophania	0	0	0	0
2697033	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Aristophania;Aristophania vespae	1	0	0	0
2919364	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Novacetimonas	0	0	0	0
436	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Novacetimonas;Novacetimonas hansenii	1	0	0	0
2804525	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Lichenicola	0	0	0	0
1484109	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Lichenicola;Lichenicola cladoniae	1	0	0	0
1649499	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Swingsia	0	0	0	0
1293412	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Swingsia;Swingsia samuiensis	1	0	1	0
1602345	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Parasaccharibacter	0	0	0	0
1510841	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Parasaccharibacter;Parasaccharibacter apium	1	0	0	0
364409	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Granulibacter	0	0	0	0
364410	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Granulibacter;Granulibacter bethesdensis	1	0	0	0
153497	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Kozakia	0	0	0	0
153496	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Kozakia;Kozakia baliensis	1	0	0	0
89583	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	0	0	0	0
33996	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter diazotrophicus	0	0	0	0
272568	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter diazotrophicus;Gluconacetobacter diazotrophicus PA1 5	1	0	0	0
41295	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae	0	0	0	0
13134	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum	1	0	0	0
2617991	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum	0	0	0	0
1639348	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. ME-1	4	0	0	0
1663591	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum sp. XM-1	1	0	0	0
55518	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum gryphiswaldense	3	0	0	0
84159	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum magneticum	0	0	0	0
342108	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum magneticum;Magnetospirillum magneticum AMB-1	3	0	0	0
2705399	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Hypericibacter	1	0	0	0
2602015	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Hypericibacter;Hypericibacter terrae	6	0	0	0
2602016	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Hypericibacter;Hypericibacter adhaerens	5	0	0	0
1081	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum	0	0	0	0
1085	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;Rhodospirillum rubrum	7	0	0	0
34018	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;Rhodospirillum centenum	0	0	0	0
414684	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;Rhodospirillum centenum;Rhodospirillum centenum SW	1	0	0	0
1231242	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Ferrovibrio	0	0	0	0
2594003	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Ferrovibrio;Ferrovibrio terrae	5	0	0	0
111830	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus	0	0	0	0
111831	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;Defluviicoccus vanus	2	0	0	0
1263978	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum	0	0	0	0
1263979	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;Candidatus Endolissoclinum faulkneri	0	0	0	0
1193729	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;Candidatus Endolissoclinum faulkneri;Candidatus Endolissoclinum faulkneri L2	2	0	0	0
1612157	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum	0	0	0	0
1084	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum;Pararhodospirillum photometricum	0	0	0	0
1150469	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum;Pararhodospirillum photometricum;Pararhodospirillum photometricum DSM 122	1	0	1	0
1804663	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Haematospirillum	0	0	0	0
1549855	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Haematospirillum;Haematospirillum jordaniae	1	0	0	0
2844601	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Stellaceae	0	0	0	0
93	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Stellaceae;Stella	0	0	0	0
94	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Stellaceae;Stella;Stella humosa	13	0	0	0
2844864	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae	0	0	0	0
390876	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae;Nisaea	0	0	0	0
1862145	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae;Nisaea;Nisaea acidiphila	7	0	0	0
2066434	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae	0	0	0	0
171436	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;Tistrella	0	0	0	0
171437	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;Tistrella;Tistrella mobilis	0	0	0	0
1110502	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Geminicoccaceae;Tistrella;Tistrella mobilis;Tistrella mobilis KA081020-065	6	0	0	0
2690195	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Elioraeaceae	0	0	0	0
457933	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Elioraeaceae;Elioraea	0	0	0	0
2843330	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Elioraeaceae;Elioraea;Elioraea tepida	3	0	0	0
2844866	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae	0	0	0	0
168934	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira	1	0	0	0
2648997	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira	0	0	0	0
2946605	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira;Thalassospira sp. GO-4	1	0	0	0
597359	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae	0	0	0	0
1647175	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae;Aestuariispira	0	0	0	0
2775080	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae;Aestuariispira;Aestuariispira ectoiniformans	1	0	0	0
2800060	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales	0	0	0	0
69657	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae	0	0	0	0
85	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas	1	0	0	0
81032	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas;Hyphomonas neptunium	0	0	0	0
228405	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas;Hyphomonas neptunium;Hyphomonas neptunium ATCC 15444	3	0	0	0
1280948	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas;Hyphomonas atlantica	3	0	0	0
2630699	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas	0	0	0	0
87	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas;Hyphomonas sp.	1	0	0	0
2016196	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Hyphomonas;Hyphomonas sp. KY3	1	0	0	0
2892997	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Candidatus Viadribacter	0	0	0	0
1759059	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Candidatus Viadribacter;Candidatus Viadribacter manganicus	1	0	0	0
766	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales	0	0	0	0
1699067	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales	0	0	0	0
2486578	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiales endosymbiont of Stachyamoeba lipophora	2	0	0	0
775	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae	0	0	0	0
33988	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae	0	0	0	0
780	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia	0	0	0	0
114295	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia	0	0	0	0
2884482	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;Rickettsia endosymbiont of Ceutorhynchus assimilis	1	0	0	0
942	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae	0	0	0	0
952	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae	0	0	0	0
953	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia	0	0	0	0
2640676	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia	1	0	0	0
1328881	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Candidatus Midichloriaceae	0	0	0	0
2716172	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Candidatus Midichloriaceae;Candidatus Bandiella	0	0	0	0
2570586	Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Candidatus Midichloriaceae;Candidatus Bandiella;Candidatus Bandiella numerosa	1	0	0	0
54526	Bacteria;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales	0	0	0	0
1655514	Bacteria;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae	0	0	0	0
198251	Bacteria;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae;Candidatus Pelagibacter	0	0	0	0
2647897	Bacteria;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae;Candidatus Pelagibacter	0	0	0	0
1977865	Bacteria;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. RS40	2	0	0	0
2268451	Bacteria;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. FZCC0015	2	0	0	0
1388755	Bacteria;Pseudomonadota;Alphaproteobacteria;Candidatus Pelagibacterales;Candidatus Pelagibacteraceae;Candidatus Pelagibacter;Candidatus Pelagibacter sp. HIMB1321	1	0	0	0
362534	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales	0	0	0	0
1549128	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Temperatibacteraceae	0	0	0	0
3058346	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Temperatibacteraceae;Gimibacter	0	0	0	0
3024400	Bacteria;Pseudomonadota;Alphaproteobacteria;Kordiimonadales;Temperatibacteraceae;Gimibacter;Gimibacter soli	4	0	0	0
2800059	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales	0	0	0	0
2800061	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae	0	0	0	0
1649466	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Marinicauda	0	0	0	0
2029849	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Marinicauda;Marinicauda algicola	2	0	0	0
2004661	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Hyphobacterium	0	0	0	0
2638931	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Hyphobacterium	0	0	0	0
2749086	Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Hyphobacterium;Hyphobacterium sp. CCMP332	2	0	0	0
2066490	Bacteria;Pseudomonadota;Alphaproteobacteria;Emcibacterales	0	0	0	0
2066491	Bacteria;Pseudomonadota;Alphaproteobacteria;Emcibacterales;Emcibacteraceae	0	0	0	0
2813803	Bacteria;Pseudomonadota;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Luteithermobacter	0	0	0	0
2582913	Bacteria;Pseudomonadota;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Luteithermobacter;Luteithermobacter gelatinilyticus	3	0	0	0
2493627	Bacteria;Pseudomonadota;Alphaproteobacteria;Minwuiales	0	0	0	0
2493628	Bacteria;Pseudomonadota;Alphaproteobacteria;Minwuiales;Minwuiaceae	0	0	0	0
2493629	Bacteria;Pseudomonadota;Alphaproteobacteria;Minwuiales;Minwuiaceae;Minwuia	0	0	0	0
2618799	Bacteria;Pseudomonadota;Alphaproteobacteria;Minwuiales;Minwuiaceae;Minwuia	3	0	0	0
255473	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales	0	0	0	0
255474	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae	0	0	0	0
208215	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula	0	0	0	0
2647080	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula	0	0	0	0
3067902	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;Parvularcula sp. IMCC14364	1	0	0	0
2038635	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Hyphococcus	0	0	0	0
1866326	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Hyphococcus;Hyphococcus flavus	1	0	0	0
1191478	Bacteria;Pseudomonadota;Alphaproteobacteria;Magnetococcales	0	0	0	0
1191479	Bacteria;Pseudomonadota;Alphaproteobacteria;Magnetococcales;Magnetococcaceae	0	0	0	0
162171	Bacteria;Pseudomonadota;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus	0	0	0	0
1124597	Bacteria;Pseudomonadota;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus;Magnetococcus marinus	0	0	0	0
156889	Bacteria;Pseudomonadota;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus;Magnetococcus marinus;Magnetococcus marinus MC-1	2	0	0	0
1921002	Bacteria;Pseudomonadota;Alphaproteobacteria;Holosporales	0	0	0	0
1777752	Bacteria;Pseudomonadota;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae	0	0	0	0
1521255	Bacteria;Pseudomonadota;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;Candidatus Paracaedibacter	0	0	0	0
91604	Bacteria;Pseudomonadota;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;Candidatus Paracaedibacter;Candidatus Paracaedibacter acanthamoebae	2	0	0	0
28216	Bacteria;Pseudomonadota;Betaproteobacteria	158	0	8	0
80840	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales	667	0	11	1
80864	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae	346	0	1	1
80865	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	823	0	20	1
80866	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia acidovorans	160	0	1	0
180282	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia tsuruhatensis	132	0	11	1
558537	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia lacustris	55	0	1	0
2613839	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia	0	0	0	0
1920191	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. HK171	7	0	0	0
1170710	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. KV29	5	0	0	0
742013	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. Cs1-4	4	0	0	0
2708352	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;Delftia sp. WY8	2	0	0	0
12916	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	38	0	5	0
2684926	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	21	0	0	0
2518343	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. JMULE5	167	0	0	0
358220	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. KKS102	68	0	0	1
1858609	Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. T1	36	0	0	0
